CVEGEO,colonia_cve,cuadrante_id,Industria,Comercio,Servicios
0901000010949009,957,015,0,0,0
0901000010455029,1067,014,0,4,4
0901000010440026,1051,013,2,11,18
0901000010421025,966,016,0,0,1
0901000010421024,966,016,0,3,0
0901000010421015,990,017,0,0,2
0901000010417026,986,014,2,0,4
0901000010385035,1019,014,0,1,0
0901000010351002,1042,012,0,0,0
0901000010332016,1050,012,0,1,0
0901000012042020,296,018,0,0,0
0901000010313012,1034,011,0,1,0
0901000010313011,1034,011,3,24,14
0901000010296020,276,011,0,2,2
0901000010296019,276,011,0,1,4
0901000010281028,279,011,0,1,1
0901000010277002,999,014,0,0,0
0901000010243048,985,014,0,0,0
0901000010224004,999,014,0,0,0
0901000010135023,269,015,1,5,2
0901000010135020,270,015,0,0,0
0901000010116014,981,013,0,6,3
0901000010065012,271,012,1,2,1
0901000010949008,957,015,0,1,0
0901000010065005,271,012,0,1,6
0901000010031017,273,011,0,0,1
0901000012358025,281,011,0,0,0
0901000012358016,281,011,0,0,0
090100001231A032,1062,015,0,1,0
090100001231A024,1062,015,0,4,0
090100001231A023,1062,015,3,11,6
0901000012038014,1109,016,0,0,1
0901000012254017,1100,017,0,0,0
0901000012254016,1100,017,0,0,1
0901000012235006,1106,016,0,0,0
0901000012235028,1106,016,1,1,0
0901000012201005,1059,015,0,0,0
0901000012165016,1070,018,0,3,6
0901000012131027,990,018,0,0,0
0901000012112019,991,014,1,4,16
0901000012095030,1074,015,1,4,4
0901000012076037,275,013,0,0,0
0901000012061006,275,012,0,0,0
0901000012038038,1109,016,0,0,0
0901000012038004,1109,016,0,1,0
0901000012023025,1077,015,0,0,0
0901000011970010,1016,016,1,3,3
0901000011881039,1104,016,0,0,0
0901000011824015,1135,0110,0,0,0
0901000011824014,1135,0110,0,0,0
0901000011792024,1000,013,0,2,0
0901000011792001,1000,013,0,0,1
0901000011788038,967,015,1,5,4
090100001174A038,293,012,1,5,3
0901000011716059,295,018,0,0,0
090100001167A035,294,012,0,7,3
0901000011843044,1131,019,0,1,0
0901000011843043,1131,019,0,2,0
0901000012061040,1022,012,0,0,0
0901000011843028,1131,019,0,0,0
0901000011843023,1132,019,0,6,3
0901000011843014,1132,019,0,0,0
0901000011839013,1143,0110,4,1,11
0901000011839012,1143,0110,1,3,10
0901000011839006,1143,0110,1,0,2
0901000011824011,1135,0110,0,3,7
0901000011824010,1135,0110,1,4,7
0901000011824009,1135,0110,2,3,1
090100001181A027,1138,0110,0,0,0
090100001181A020,1135,0110,0,2,1
090100001181A010,1135,0110,1,7,6
090100001181A001,1135,0110,0,2,0
0901000011805025,983,013,0,3,1
0901000011805024,983,013,0,0,0
0901000011805005,974,012,0,4,2
0901000011805004,974,012,1,2,0
0901000011792031,1000,013,0,1,1
0901000011792023,1000,013,0,0,0
0901000011792009,1000,013,0,0,0
0901000011792008,1000,013,0,0,0
0901000011788017,967,015,0,1,1
0901000011788016,967,015,1,9,6
0901000011773038,972,015,0,9,8
0901000011773024,972,015,0,0,0
0901000011773014,969,015,0,1,0
0901000011773013,969,015,0,0,1
0901000011773006,969,015,0,0,1
0901000011773005,969,015,0,2,0
090100001174A058,293,012,0,1,0
090100001174A056,293,012,0,1,0
090100001174A037,1261,012,0,0,0
090100001174A024,1261,012,0,0,1
090100001174A006,293,012,1,0,0
0901000011735075,289,012,1,10,5
0901000011735064,1260,012,0,0,0
0901000011735061,288,017,0,4,0
0901000011735036,289,012,0,1,0
0901000011735014,1261,012,0,1,2
0901000011735013,1261,012,0,2,1
0901000011735002,289,012,2,9,0
0901000011720051,287,011,0,3,1
0901000011805017,983,013,0,3,0
0901000011716074,295,018,1,7,1
0901000011716067,294,012,0,1,0
0901000011716057,295,018,0,0,0
0901000011716055,294,012,0,2,0
0901000011716034,294,012,0,0,0
090100001174A007,293,012,0,0,0
0901000011716020,295,018,0,0,0
0901000011699050,296,018,1,2,6
0901000011699049,296,018,2,7,5
0901000011699003,296,018,1,2,9
0901000011699001,296,018,1,0,1
0901000011684064,296,018,0,1,0
0901000011735035,289,012,0,1,0
0901000011684054,296,018,0,0,0
0901000011684018,296,018,2,7,11
0901000011684006,949,018,0,0,0
0901000011684005,949,018,0,2,2
0901000011684004,949,018,0,1,2
0901000011684003,949,018,0,1,1
0901000011684002,949,018,2,1,1
090100001167A044,294,012,1,0,2
090100001167A030,288,017,0,4,2
090100001167A011,294,012,2,21,14
0901000011665058,1127,016,0,1,0
0901000011665049,1113,016,0,6,0
0901000011665015,1113,016,0,3,1
0901000011665010,1113,016,0,4,1
0901000011650084,1118,017,0,0,0
0901000011650083,1118,017,0,0,0
0901000011650010,1114,017,0,3,0
0901000011650009,1118,017,0,0,0
0901000011646051,1116,017,4,12,9
0901000011646050,1114,017,4,11,17
0901000011646044,1129,017,0,0,0
0901000011646006,1114,017,0,5,3
0901000011646004,1114,017,2,4,3
0901000011631062,1107,016,0,0,0
0901000011631054,1107,016,0,0,0
0901000011631053,1127,016,0,1,0
0901000011631052,1108,016,2,1,1
0901000011631045,1105,016,2,3,0
0901000011631020,1128,016,1,5,4
0901000011631001,1113,016,2,7,2
0901000011627058,1096,017,0,0,0
0901000011627051,1099,017,0,1,0
0901000011627050,1099,017,0,0,0
0901000011627040,1111,017,0,3,3
0901000011627001,1099,017,0,1,1
0901000011595089,1055,013,0,3,0
0901000011595088,1055,013,2,1,0
0901000011595078,1055,013,0,20,10
0901000011580074,1073,018,0,0,0
0901000011580073,1072,018,0,0,0
0901000011580064,1071,018,0,2,0
0901000011580063,1071,018,0,0,0
0901000011580041,1071,014,0,0,0
0901000011580040,1071,014,0,0,0
0901000011580039,1071,014,0,0,0
0901000011580027,1071,014,0,3,3
0901000011580013,1071,014,1,3,6
0901000011561035,1056,013,0,0,0
0901000011557053,1057,013,0,1,0
0901000011557052,1067,014,0,0,0
0901000011557041,1068,014,0,1,0
0901000011557035,1068,014,0,0,0
0901000011557024,1067,014,0,0,0
0901000011557023,1068,014,0,4,0
0901000011557012,1068,014,1,4,3
0901000011557004,1068,014,0,4,0
0901000011542053,280,011,12,57,108
0901000011542052,280,011,0,0,16
0901000011542034,280,011,0,3,5
0901000011523027,993,014,0,0,2
0901000011523024,1015,016,0,0,0
0901000011523015,1015,016,0,0,0
0901000011523014,1015,016,1,1,1
0901000011519061,1018,016,0,0,0
0901000011519060,1018,016,0,0,0
0901000011519049,1018,016,0,0,2
0901000011519047,1020,016,0,4,1
0901000011519030,1016,016,1,3,3
0901000011519008,1016,016,1,4,3
0901000011519007,1016,016,1,2,1
0901000011519006,1016,016,0,1,0
0901000011487026,1042,013,0,1,1
0901000011487025,1053,012,0,0,0
0901000011487004,1057,013,2,4,5
0901000011472066,1032,011,0,0,0
0901000011472065,1032,011,0,0,0
0901000011472053,280,011,0,5,37
0901000011472040,1032,011,0,0,1
0901000011472014,1032,011,0,12,10
0901000011523016,1015,016,0,3,1
0901000011453056,1019,014,0,0,1
0901000011453047,1019,014,0,4,0
0901000011453046,1019,014,0,2,0
0901000011453034,993,014,1,2,2
0901000011453033,993,014,0,2,2
0901000011453021,993,014,0,0,1
0901000011453018,1019,014,0,2,0
0901000011453004,1019,014,0,0,0
0901000011453002,1019,014,0,1,2
0901000011434023,1004,013,0,2,2
0901000011434013,1004,013,0,1,1
0901000011434004,1004,013,0,2,3
0901000011434003,1004,013,0,1,0
0901000011434002,1004,013,0,0,0
0901000011379068,279,011,1,2,14
0901000011364063,294,012,0,0,0
0901000011364062,294,012,0,0,0
0901000011364040,294,012,1,2,1
090100001135A050,287,011,3,4,1
090100001135A019,287,011,0,0,3
090100001135A017,287,011,1,9,5
090100001135A007,287,011,0,1,0
0901000011345043,288,017,3,9,6
0901000011345035,288,017,0,1,1
0901000011345034,288,017,0,3,5
0901000011345021,288,017,0,3,0
0901000011345019,288,017,4,20,9
0901000011345004,288,017,4,13,12
0901000011364009,294,012,1,0,2
0901000011241045,304,017,0,0,0
0901000011241044,304,017,0,0,0
0901000011241033,304,016,0,2,0
0901000011241032,304,016,0,1,0
0901000011241026,1814,016,0,0,0
0901000011241010,304,016,2,5,2
0901000011237032,302,016,0,0,1
0901000011237031,304,016,0,0,1
0901000011237023,304,017,2,5,11
0901000011237016,304,016,0,0,1
0901000011237005,304,017,0,0,2
0901000011222027,302,016,0,0,0
0901000011222003,302,016,1,6,7
0901000011203020,1815,014,0,0,0
0901000011203019,306,015,0,1,2
0901000011203018,306,015,1,4,16
0901000011203011,1815,016,1,5,6
0901000011190022,1815,014,0,0,0
0901000011190014,302,014,0,3,15
0901000011190013,302,016,0,0,0
0901000011190005,302,014,0,3,11
0901000011186018,301,014,0,0,0
0901000011186005,952,016,0,0,0
090100001128A017,303,0110,0,3,1
090100001128A009,303,0111,2,6,11
0901000011275014,303,019,0,2,4
0901000011275013,303,0112,0,0,0
0901000011275007,303,0112,0,0,0
0901000011241002,304,016,0,4,2
0901000011241001,304,016,0,0,5
0901000011237025,304,016,0,3,2
0901000011237017,302,016,0,0,1
0901000011237011,304,016,1,22,20
0901000011203004,1815,014,0,19,24
0901000011190026,1815,014,0,1,4
0901000011152030,1130,013,0,0,0
0901000011148039,1122,013,0,0,0
0901000011148017,1123,013,0,0,0
0901000011148016,1123,013,0,0,3
0901000011114012,950,011,0,0,0
0901000011114010,1815,011,0,3,2
0901000011114008,950,011,0,0,0
090100001110A031,950,011,0,0,0
090100001110A026,952,016,0,1,1
090100001110A015,954,015,0,0,1
090100001110A013,952,016,0,0,1
0901000011063005,261,013,0,0,6
0901000011059011,263,012,1,49,145
0901000011059003,263,012,1,5,13
0901000011044020,951,011,0,2,9
0901000011044018,951,011,2,8,11
0901000011010008,957,015,0,0,1
0901000011010007,957,015,0,0,1
0901000011006021,262,013,0,2,0
0901000011006020,262,013,0,1,1
0901000010987009,263,012,0,1,9
0901000010987001,263,012,0,30,21
0901000010972016,264,015,1,5,34
0901000010972009,264,015,0,0,1
0901000010972001,264,015,0,1,1
0901000010953011,1810,015,0,0,0
0901000010953002,1810,015,3,8,7
0901000010949021,957,015,0,0,1
0901000010949020,957,015,0,0,0
0901000010949011,957,015,0,0,5
0901000010949010,957,015,0,0,2
090100001092A049,1809,015,0,0,1
0901000010864063,1065,015,0,1,0
0901000010864051,1054,013,0,2,1
0901000010864020,1065,015,5,15,23
0901000010864015,1065,015,0,46,12
0901000010811001,958,0111,0,3,4
0901000010741024,960,019,0,0,0
0901000010741015,960,019,0,0,0
0901000010722016,959,0110,0,0,4
0901000010690006,265,0111,2,4,8
0901000010690005,265,0111,2,9,13
0901000010686036,1080,014,0,0,0
0901000010686035,1080,014,0,0,0
0901000010686009,1080,014,0,0,1
0901000010686007,1080,014,0,3,7
0901000010671015,1080,014,0,1,0
0901000010633006,960,0111,0,0,1
0901000010629014,1808,019,0,3,6
0901000010629005,1808,019,0,1,0
0901000010629004,1808,019,0,2,1
0901000010629003,1808,019,1,4,8
0901000010578034,1081,018,0,0,0
0901000010578027,1070,018,3,12,3
0901000010578018,1070,018,3,9,12
0901000010578017,1072,018,1,6,4
0901000010578008,1070,018,0,6,7
0901000010563031,1070,018,1,7,9
0901000010563021,1072,018,1,4,2
090100001053A020,1066,015,0,1,1
090100001053A012,1067,014,1,6,7
090100001053A011,1067,014,4,6,5
090100001053A003,1067,014,0,0,1
0901000010525020,267,017,5,1,3
0901000010525008,267,017,0,0,1
0901000010525007,267,017,0,4,6
0901000010493024,990,018,0,0,1
0901000010493016,990,018,0,4,9
0901000010493015,990,018,0,3,4
0901000010493007,990,018,2,1,1
0901000010493006,998,018,1,2,1
0901000010489020,989,016,0,1,0
0901000010489011,1027,016,0,2,1
0901000010440030,1051,013,0,5,3
0901000010440029,1056,013,1,2,2
0901000010440020,1052,013,0,2,2
0901000010440008,1039,013,0,1,0
0901000010440006,1052,013,0,2,2
0901000010385055,1019,014,1,7,3
0901000010347013,1053,012,0,0,0
0901000010347012,1053,012,0,2,0
0901000010347003,1053,012,1,1,0
0901000010347002,1053,012,0,0,0
0901000010332026,276,012,1,0,0
0901000010332017,1050,012,0,0,0
0901000010328002,1037,011,0,3,0
0901000010313041,1035,011,0,0,0
0901000010313040,1035,011,1,0,0
0901000010313015,1045,011,0,2,0
0901000010313014,1045,011,0,4,0
0901000010243026,985,014,0,2,0
0901000010243017,984,014,5,53,37
0901000010243009,985,014,0,0,2
0901000010243001,1006,014,2,5,4
0901000010239015,999,014,0,0,0
0901000010239014,999,014,0,0,0
0901000010188008,1006,014,0,0,0
0901000010173022,1011,014,2,0,1
0901000010173012,1011,014,0,6,6
0901000010173004,1006,014,2,5,6
0901000010116025,981,013,5,4,6
0901000010116015,981,013,0,4,1
0901000010101038,982,013,0,1,0
0901000010101037,982,013,0,2,0
0901000010101014,982,013,0,0,0
0901000010065014,271,015,1,4,2
0901000010050022,272,012,0,1,0
0901000010050021,272,012,0,0,0
0901000010050014,272,012,1,8,6
0901000010027040,973,012,0,0,0
0901000010027039,973,012,0,0,0
0901000010027022,973,012,0,0,0
0901000010027021,973,012,0,0,0
0901000010027020,973,012,0,0,0
0901000012377020,997,018,0,0,0
0901000012343027,1055,013,0,0,1
0901000012324028,1063,015,0,0,1
0901000012324027,1063,015,0,2,0
090100001231A005,1062,015,0,0,0
0901000012292064,1089,017,0,0,1
0901000012292063,1089,017,0,0,1
0901000012292055,1089,017,0,0,0
0901000012292022,1088,017,0,0,0
0901000012292021,1088,017,0,0,0
0901000012292011,1087,017,0,0,0
0901000012288019,1120,017,0,2,1
0901000012254015,1080,017,0,0,0
0901000012254014,1080,017,0,0,0
090100001199A014,1014,016,7,9,1
090100001199A013,1014,016,2,6,4
090100001199A004,1014,016,0,2,0
0901000011985053,1014,016,0,0,1
0901000011985052,1069,016,0,1,0
0901000011985034,1069,016,0,1,0
0901000011985032,1069,016,0,0,0
0901000011985025,1069,016,2,8,5
0901000011985012,1014,016,0,1,0
0901000011985002,1069,016,0,0,0
0901000011985001,1069,016,0,1,0
0901000011970017,1016,016,1,1,2
0901000011970016,1016,016,1,3,0
0901000011966016,1026,014,0,2,1
0901000011966015,1026,014,1,1,2
0901000011966009,1026,014,0,3,7
0901000011951046,1024,016,0,0,0
0901000011951045,1025,016,0,0,0
0901000011951027,1024,016,0,0,1
0901000011951017,1024,016,1,4,2
0901000011951016,1024,016,0,5,1
0901000011951008,1024,016,0,1,2
0901000011951007,1024,016,0,3,0
0901000011171063,1140,019,0,0,0
0901000011171040,1141,019,0,2,0
0901000011171023,1141,019,1,3,3
0901000011222026,302,016,0,1,0
0901000011222007,302,016,0,1,4
0901000011190020,302,016,4,5,7
0901000011152003,1130,013,0,0,0
0901000011148038,1122,013,0,1,0
0901000011148031,1122,013,0,0,0
0901000011148015,1123,013,0,0,0
0901000011148013,1122,013,0,0,0
0901000011148003,1123,013,0,0,0
0901000011133029,307,015,1,4,15
0901000011133022,306,015,0,0,0
0901000011133013,306,015,0,0,1
0901000011133012,306,015,0,0,1
0901000011133004,306,015,0,0,0
0901000011133003,306,015,0,0,0
0901000011129014,950,014,1,0,6
0901000011114005,950,011,0,0,0
0901000011114004,950,011,0,13,12
0901000011114003,950,011,0,7,9
090100001110A025,952,016,0,2,5
090100001110A024,302,016,1,4,2
090100001110A011,302,014,2,2,15
090100001110A002,950,014,2,0,6
0901000011078047,1133,0110,0,0,0
0901000011078046,1134,0110,0,2,0
0901000011078039,1133,0110,2,2,0
0901000011078028,1130,013,0,0,0
0901000011078018,1134,0110,2,16,15
0901000011063017,262,013,0,0,0
0901000011063016,262,013,1,1,7
0901000011063014,261,013,0,4,3
0901000011059019,263,012,0,0,18
0901000011059012,263,012,0,0,3
0901000011059010,263,012,0,3,9
0901000011059002,263,012,0,0,6
0901000011059001,263,012,1,3,12
0901000011044009,951,011,0,0,1
0901000011044008,951,011,0,0,0
0901000011044001,951,011,0,0,0
090100001103A002,954,015,0,0,9
0901000011010016,956,015,0,3,5
0901000011010005,957,015,0,0,0
0901000011006019,262,013,2,1,3
0901000011006018,262,013,0,0,1
0901000011006007,262,013,0,1,5
0901000010991024,262,013,0,2,1
0901000010991016,262,013,0,0,2
0901000010991015,262,013,0,0,1
0901000010991008,262,013,2,9,33
0901000010991007,262,013,3,17,43
0901000010987016,264,011,3,69,69
0901000010987015,264,011,0,7,10
0901000010987008,263,012,1,2,1
0901000010972008,264,015,1,2,8
0901000010968024,1810,015,1,1,0
0901000010968022,1809,015,0,0,0
0901000010968020,1810,015,1,0,0
0901000010968006,1809,015,0,0,0
0901000010968005,1810,015,0,0,5
0901000010953019,1810,015,0,0,0
0901000010953010,1810,015,0,0,6
0901000010949019,957,015,0,0,0
0901000010949018,957,015,0,0,0
0901000010949001,957,015,0,0,0
090100001092A047,1809,015,0,0,0
090100001092A022,265,015,0,1,0
090100001092A012,953,015,0,0,0
0901000010915014,1084,017,0,0,0
0901000010915013,1084,017,0,0,0
0901000010915011,1082,0110,0,0,0
0901000011114006,950,011,0,0,0
0901000010915005,1082,0110,0,0,0
0901000010915004,1082,0110,0,0,0
0901000010900016,1119,017,0,0,0
0901000010900011,1119,017,1,1,1
0901000010864071,1065,015,0,0,0
0901000010864062,1065,015,0,1,0
0901000010864061,1065,015,1,5,1
0901000010864044,1064,013,0,0,0
0901000010864035,1065,015,0,2,4
0901000010864014,1065,015,1,2,2
0901000010845016,265,0111,0,1,0
0901000010845010,265,0111,0,1,8
0901000010845009,265,0111,0,0,0
0901000010830015,265,0111,0,0,0
0901000010830006,265,0111,0,0,0
0901000010830005,265,0111,0,0,9
0901000010811008,958,0111,0,0,0
0901000010741042,1807,019,0,0,0
0901000010741041,960,019,0,1,0
0901000010741022,1808,019,0,0,0
0901000010741003,960,019,0,0,0
0901000010722015,959,0110,0,0,1
0901000010690038,265,0110,0,0,0
0901000010690037,265,0110,0,0,0
0901000010690030,265,0110,0,0,0
0901000010690004,265,0111,3,4,8
0901000010686044,1080,014,0,0,0
0901000010686034,1080,014,0,0,0
0901000010686032,1080,014,0,1,4
0901000010686019,1080,014,0,1,6
0901000010686004,1080,014,0,0,0
0901000010864037,1065,015,0,2,1
0901000010671010,1080,014,0,0,0
0901000010667029,1085,015,0,2,0
0901000010667005,1078,015,0,1,0
0901000010667003,1078,015,1,1,0
0901000010633005,960,0111,0,0,0
0901000010633004,960,0111,0,1,0
0901000010629022,1808,019,2,6,8
0901000010629021,1808,019,0,0,1
0901000010629013,1808,019,0,2,2
0901000010629012,1808,019,0,0,0
0901000010629002,1808,019,0,3,2
0901000010629001,1808,019,0,0,5
0901000010614020,1808,019,1,3,3
090100001060A020,1808,019,2,10,11
090100001060A018,961,017,3,2,1
090100001060A017,1808,019,1,3,2
090100001060A016,1808,019,1,3,3
090100001060A004,1808,019,0,4,7
0901000010597013,998,018,0,3,7
0901000010597005,998,018,0,1,4
0901000010578033,1081,018,0,1,1
0901000010578032,1081,018,1,2,4
0901000010578025,1081,018,0,1,1
0901000010578016,1081,018,0,0,0
0901000010578015,1070,018,0,3,5
0901000010578007,1072,018,0,6,8
0901000010578006,1070,018,0,2,2
0901000010563018,1072,018,0,0,0
0901000010563017,1072,018,1,2,2
0901000010563011,1072,018,1,4,1
0901000010544014,1071,014,1,4,2
0901000010544005,1071,014,2,4,7
090100001053A031,1066,015,0,0,0
090100001053A019,1066,015,0,2,0
090100001053A018,1066,015,0,1,0
090100001053A010,1067,014,0,3,8
090100001053A009,1067,014,0,6,4
090100001053A002,1067,014,4,1,4
090100001053A001,1066,014,0,2,0
0901000010525018,267,017,0,3,7
0901000010525006,1808,019,0,0,0
0901000010525005,1808,019,0,0,0
0901000010510019,267,017,2,5,3
0901000010510010,267,017,1,1,2
0901000010510008,267,017,1,1,5
0901000010506026,989,016,0,0,0
0901000010506021,989,016,0,1,0
0901000010506015,990,018,3,2,2
0901000010506003,990,016,0,2,0
0901000010506002,989,016,0,4,1
0901000010493023,990,018,1,1,3
0901000010493021,998,018,1,0,0
0901000010493014,998,018,1,0,1
0901000010493013,998,018,1,4,1
0901000010493005,998,018,0,0,0
0901000010489019,1027,018,0,1,1
0901000010489018,1027,018,1,2,0
0901000010474037,989,016,0,0,0
0901000010474014,989,016,0,5,3
0901000010474001,989,016,1,9,1
0901000010455031,1067,014,0,0,0
0901000010455016,1067,014,0,3,0
0901000010455007,1067,014,0,2,1
0901000010455006,1067,014,0,0,0
0901000010440027,1052,013,1,1,0
0901000010440018,1057,013,0,4,2
0901000010243038,995,014,0,1,0
0901000010243036,985,014,0,0,0
0901000010243025,995,014,0,1,0
0901000010243024,995,014,0,3,1
0901000010243016,984,014,2,6,20
0901000010243015,1009,014,1,4,1
0901000010239025,999,014,0,0,3
0901000010239012,999,014,0,0,0
090100001021A007,999,014,0,0,0
090100001021A006,999,014,0,0,0
0901000010205008,999,014,0,0,0
0901000010205007,999,014,0,0,0
0901000010173018,1006,014,0,1,3
0901000010173003,1008,014,2,8,5
0901000010559013,1080,014,0,0,0
0901000010173002,1006,014,1,4,8
0901000010169019,1007,012,1,3,3
0901000010169011,1007,013,0,3,7
0901000010169007,1007,013,0,4,3
090100001014A019,1005,013,0,1,0
090100001014A008,1005,013,0,3,6
0901000010135051,964,015,0,0,0
0901000010135042,269,015,0,0,0
0901000010135041,269,015,0,0,0
090100001135A045,287,011,0,5,2
0901000011307012,303,0113,0,1,1
0901000011307005,303,0110,0,0,0
0901000011307004,303,0110,0,0,1
0901000011294016,303,0113,0,0,0
0901000011294004,303,0112,0,0,3
0901000011294003,303,0112,0,0,2
090100001128A025,303,0110,0,43,7
090100001128A016,303,0113,0,0,0
0901000011275012,303,0112,0,0,1
0901000011275006,303,0112,0,0,0
0901000011260010,303,0111,0,0,3
0901000011330060,288,017,0,0,0
0901000011364043,294,012,0,0,0
0901000011364055,294,012,0,6,1
0901000011330048,288,017,1,10,4
0901000011260006,303,018,0,0,1
0901000010135004,269,015,12,8,26
0901000010116024,980,013,1,2,1
